id,guid_dashed,name_en,faction,color,set,rarity_int,rarity_engine,setAndRarityKey,sun_cost,attack,health,display_sun,display_attack,display_health,crafting_buy,crafting_sell,is_hero,is_power,is_fighter,is_env,is_aquatic,is_teamup,is_burst,is_surprise,is_board_ability,is_unusable,usable,n_components_top,n_components_total,n_abilities,subtype_names,tags
208,0ceb92dd-2a98-47ec-be7e-59174caf3d2b,Zookeeper,Zombies,Hungry,Silver,4,R0,Dawn_Common,2,1,3,2,1,3,25,0,False,False,True,False,False,False,False,False,False,False,True,10,30,1,"Pet, Professional","2costzombie, randomzombie, can be transmogrified, randomzombiefighter, narrow, attack"
209,075d072c-ff4b-4d25-b587-089a7771cc66,Coffee Zombie,Zombies,Hearty,Gold,2,R3,Bloom_SuperRare,6,5,4,6,5,4,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,34,2,"Gourmet, Mustache","bonus, randomzombie, randomzombiefighter, buff, fatty"
210,0c3c04ed-b875-4c01-9ee8-ab5257791711,Acid Rain,Zombies,Hungry,Superpower,2,R3,Superpower_SuperRare,1,,,1,0,0,0,0,False,True,False,False,False,False,True,True,False,False,True,9,19,1,,destroy
213,d4e084f9-571b-4cf2-a76d-9a5a8093df62,B-flat,Zombies,Hungry,Gold,0,R1,Bloom_Common,3,,,3,0,0,50,15,False,False,False,False,False,False,True,True,False,False,True,9,18,1,Dancing,"destroy, randomzombie, randomzombietrick"
214,a2bb384f-6c59-4efc-a91a-3b3d3a524350,Zombie Yeti,Zombies,Hungry,Gold,2,R3,Bloom_SuperRare,3,3,3,3,3,3,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,31,2,"Pet, Monster","buff, fatty, randomzombie, control, randomzombiefighter"
215,a89a2702-07f4-46d7-9bbc-f33d546a118e,Kangaroo Rider,Zombies,Hungry,Gold,1,R2,Bloom_Rare,4,4,4,4,4,4,250,50,False,False,True,False,False,False,False,False,False,False,True,10,20,1,"Imp, Pet","control, randomzombie, randomzombiefighter"
216,669a6dbb-4cc2-4211-9829-6f9a73062afc,Nurse Gargantuar,Zombies,Hungry,Gold,3,R4,Bloom_Legendary,7,6,6,7,6,6,4000,1000,False,False,True,False,False,False,False,False,False,False,True,10,57,2,"Professional, Gargantuar","fatty, heal, gargantuar, randomzombie, randomzombiefighter, zombielegend"
217,5e4b72fb-4f78-410a-b355-12c141ccc007,Maniacal Laugh,Zombies,Hungry,Gold,2,R3,Bloom_SuperRare,6,,,6,0,0,1000,250,False,False,False,False,False,False,True,True,False,False,True,8,26,2,,"fatty, buff, bonus, randomzombie, randomzombietrick, destroy"
218,317bf3e1-1686-4923-81a9-9d07934a0ae6,Octo Zombie,Zombies,Hungry,Gold,3,R4,Bloom_Legendary,8,8,8,8,8,8,4000,1000,False,False,True,False,True,False,False,False,False,False,True,12,42,2,Pet,"randomzombie, fatty, randomzombiefighter, zombielegend"
219,cc450c95-a3e4-4e82-852a-ad5e414e418f,Possessed,Zombies,Hearty,Superpower,2,R3,Superpower_SuperRare,1,,,1,0,0,0,0,False,True,False,False,False,False,True,True,False,False,True,9,27,2,,"bonus, buff"
220,80401e7e-626a-4c24-8e39-b61ee07aba99,Exploding Imp,Zombies,Madcap,Gold,1,R2,Bloom_Rare,3,6,1,3,6,1,250,50,False,False,True,False,False,False,False,False,False,False,True,11,20,1,Imp,"weenie, rush, randomzombie, randomzombiefighter, can be gravestone"
221,c9feb4d6-7296-40a8-9304-344410531126,Newspaper Zombie,Zombies,Madcap,Gold,0,R1,Bloom_Common,2,1,4,2,1,4,50,15,False,False,True,False,False,False,False,False,False,False,True,11,21,1,Professional,"weenie, 2costzombie, randomzombie, can be gravestone, gravestone, randomzombiefighter, can be transmogrified"
222,dade9aa2-0d5f-4f84-b265-e09a910f1845,Orchestra Conductor,Zombies,Madcap,Gold,0,R1,Bloom_Common,4,,2,4,0,2,50,15,False,False,True,False,False,False,False,False,False,False,True,8,20,1,"Dancing, History","weenie, buff, randomzombie, randomzombiefighter"
223,41c22056-f0e2-4d4e-b292-88bd3b94d76f,Flamenco Zombie,Zombies,Madcap,Silver,4,R0,Dawn_Common,5,3,1,5,3,1,25,0,False,False,True,False,False,False,False,False,False,False,True,9,26,1,Dancing,"damage, randomzombie, randomzombiefighter, narrow"
224,08010cd1-9506-4bdb-91b7-848f56136979,Disco Zombie,Zombies,Madcap,Silver,4,R0,Dawn_Common,3,3,1,3,3,1,25,0,False,False,True,False,False,False,False,False,False,False,True,9,27,1,Dancing,"weenie, randomzombie, randomzombiefighter"
225,b718e4c9-998d-445c-b197-d6ae03e61c30,Imp-Throwing Gargantuar,Zombies,Madcap,Gold,1,R2,Bloom_Rare,5,5,5,5,5,5,250,50,False,False,True,False,False,False,False,False,False,False,True,10,23,1,"Pirate, Gargantuar","fatty, gargantuar, randomzombie, randomzombiefighter, piratezombie, notplankwalker"
226,e45b5d39-342c-409d-8f63-9f2d5696acd4,Unlife of the Party,Zombies,Madcap,Gold,0,R1,Bloom_Common,1,1,1,1,1,1,50,15,False,False,True,False,False,False,False,False,False,False,True,10,26,1,"Dancing, Party","weenie, grow, randomzombie, can be transmogrified, randomzombiefighter, 2costzombie"
227,ebf03e87-a8ec-4e07-b8c4-11e4b807cbc5,Jester,Zombies,Madcap,Gold,1,R2,Bloom_Rare,3,1,5,3,1,5,250,50,False,False,True,False,False,False,False,False,False,False,True,11,25,1,"Dancing, Party","gravestone, destroy, randomzombie, can be gravestone, randomzombiefighter"
228,2e901695-83f7-4fa4-aa6b-35fc569e0c09,Foot Soldier Zombie,Zombies,Madcap,Gold,0,R1,Bloom_Common,5,3,4,5,3,4,50,15,False,False,True,False,False,False,False,False,False,False,True,9,26,1,Professional,"destroy, randomzombie, randomzombiefighter, damage"
230,37e7c15b-f476-4167-8dba-38acb11e8f82,Fireworks Zombie,Zombies,Madcap,Gold,2,R3,Bloom_SuperRare,3,3,4,3,3,4,1000,250,False,False,True,False,False,False,False,False,False,False,True,9,21,1,"Professional, Party","control, randomzombie, randomzombiefighter, destroy"
231,48c71740-6296-4649-b9ff-71bbb9fe9a71,Valkyrie,Zombies,Madcap,Gold,3,R4,Bloom_Legendary,4,,6,4,0,6,4000,4000,False,False,True,False,False,False,False,False,False,False,True,8,20,1,"Dancing, History","weenie, fatty, randomzombie, randomzombiefighter, zombielegend"
234,6937b0c6-a0c8-44e6-911d-8537f2424b64,Disco-Tron 3000,Zombies,Madcap,Gold,2,R3,Bloom_SuperRare,6,5,5,6,5,5,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,28,1,"Dancing, Science","fatty, randomzombie, randomzombiefighter"
235,10288bf7-456f-4241-ba9c-7c1624a6cc05,Gargantuars' Feast,Zombies,Madcap,Gold,3,R4,Bloom_Legendary,11,,,11,0,0,4000,1000,False,False,False,False,False,False,True,True,False,False,True,9,16,1,"Gourmet, Gargantuar","fatty, randomzombie, randomzombietrick, damage, destroy, zombielegend"
236,445c8ac1-07dd-498e-9938-b30f42cec128,Dance Off,Zombies,Madcap,Superpower,2,R3,Superpower_SuperRare,1,,,1,0,0,0,0,False,True,False,False,False,False,True,True,False,False,True,10,40,2,Dancing,weenie
237,ad8576f3-914c-44cd-8745-3d2316f3409d,Zombie Chicken,Zombies,Sneaky,Gold,0,R1,Bloom_Common,1,2,2,1,2,2,50,15,False,False,True,False,False,False,False,False,False,False,True,10,26,1,Pet,"weenie, rush, randomzombie, can be transmogrified, randomzombiefighter, 2costzombie"
238,f91f9738-5bf4-4f18-8a14-754fc18dd401,Stealthy Imp,Zombies,Sneaky,Gold,0,R1,Bloom_Common,3,2,2,3,2,2,50,15,False,False,True,False,False,False,False,False,False,False,True,11,21,1,"Pirate, Imp","weenie, rush, gravestone, randomzombie, can be gravestone, poison, randomzombiefighter"
239,d49ce1c8-b66a-400a-84e6-4eb2acc1bd96,Smelly Zombie,Zombies,Sneaky,Silver,4,R0,Dawn_Common,3,2,4,3,2,4,25,0,False,False,True,False,False,False,False,False,False,False,True,10,10,0,Pet,"gravestone, destroy, randomzombie, can be gravestone, randomzombiefighter"
240,f1e17568-3117-429a-b394-66eca8b80bda,Backyard Bounce,Zombies,Sneaky,Gold,0,R1,Bloom_Common,3,,,3,0,0,50,15,False,False,False,False,False,False,True,True,False,False,True,9,18,1,"Party, Sports","control, randomzombie, randomzombietrick"
241,1f60d02d-bd76-4f25-8c54-1d66808bd28a,Imp Commander,Zombies,Sneaky,Gold,1,R2,Bloom_Rare,3,2,4,3,2,4,250,50,False,False,True,False,False,False,False,False,False,False,True,11,30,1,"Pirate, Imp","draw, randomzombie, randomzombiefighter, narrow, piratezombie, notplankwalker"
242,6e352c10-d949-411d-b018-a41eb709b033,Swashbuckler Zombie,Zombies,Sneaky,Gold,0,R1,Bloom_Common,2,2,2,2,2,2,50,15,False,False,True,False,False,False,False,False,False,False,True,11,31,1,Pirate,"gravestone, grow, saboteur, randomzombie, can be gravestone, randomzombiefighter, piratezombie, 2costzombie, can be transmogrified, notplankwalker"
243,213136f7-fc61-48a5-9e81-38c6b5a91e80,Surprise Gargantuar,Zombies,Sneaky,Gold,1,R2,Bloom_Rare,5,5,6,5,5,6,250,50,False,False,True,False,False,False,False,False,False,False,True,10,22,1,"Party, Gargantuar","fatty, gravestone, gargantuar, randomzombie, can be gravestone, randomzombiefighter"
245,77088b73-fc3c-4a91-a783-0ed9be041cd0,Super Stench,Zombies,Sneaky,Superpower,2,R3,Superpower_SuperRare,1,,,1,0,0,0,0,False,True,False,False,False,False,True,True,False,False,True,9,27,2,,destroy
246,8bad030b-5d21-494d-99cd-d0714d18a471,Dolphinado,Zombies,Sneaky,Superpower,2,R3,Superpower_SuperRare,1,,,1,0,0,0,0,False,True,False,False,False,False,True,True,False,False,True,10,19,1,Pet,control
247,0dcdd716-1200-4b1c-823b-5e757617620a,Toxic Waste Imp,Zombies,Sneaky,Gold,2,R3,Bloom_SuperRare,2,2,2,2,2,2,1000,250,False,False,True,False,True,False,False,False,False,False,True,12,29,1,"Barrel, Imp","destroy, 2costzombie, randomzombie, can be transmogrified, fatty, randomzombiefighter"
248,e8291675-bae3-4c68-a153-b098b8613409,Pogo Bouncer,Zombies,Sneaky,Gold,2,R3,Bloom_SuperRare,4,2,1,4,2,1,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,22,1,Sports,"gravestone, control, randomzombie, can be gravestone, randomzombiefighter"
249,35837e1b-5c9b-4cde-ad59-c0a0a1c077e4,Line Dancing Zombie,Zombies,Sneaky,Gold,2,R3,Bloom_SuperRare,3,3,1,3,3,1,1000,250,False,False,True,False,False,False,False,False,False,False,True,11,23,1,Dancing,"weenie, rush, gravestone, randomzombie, can be gravestone, randomzombiefighter, damage"
250,fa6e4890-36d0-44fa-8b51-6315b2f0a75d,Mini-Ninja,Zombies,Sneaky,Silver,4,R0,Dawn_Common,1,2,1,1,2,1,25,0,False,False,True,False,False,False,False,False,False,False,True,10,20,1,"Professional, Imp","weenie, randomzombie, rush, can be transmogrified, poison, randomzombiefighter, 2costzombie"
251,1ec017e5-dc85-471e-9849-1f0e2a9afd1e,Barrel Roller Zombie,Zombies,Sneaky,Gold,1,R2,Bloom_Rare,4,3,3,4,3,3,250,50,False,False,True,False,False,False,False,False,False,False,True,11,22,1,"Pirate, Barrel","destroy, piratezombie, randomzombie, randomzombiefighter, notplankwalker"
252,5c69080b-37fa-4a74-8d5b-584c3a46d1b8,Mixed-Up Gravedigger,Zombies,Sneaky,Gold,3,R4,Bloom_Legendary,5,5,5,5,5,5,4000,1000,False,False,True,False,False,False,False,False,False,False,True,10,22,1,"Professional, Mustache","gravestone, randomzombie, randomzombiefighter, zombielegend"
253,2c914186-d677-4e55-b615-54cded478d32,Tomb Raiser Zombie,Zombies,Sneaky,Gold,2,R3,Bloom_SuperRare,4,5,3,4,5,3,1000,250,False,False,True,False,False,False,False,False,False,False,True,11,30,1,History,"gravestone, randomzombie, can be gravestone, randomzombiefighter"
255,00848e55-e990-459f-8927-beefa06f815e,Vimpire,Zombies,Hungry,Gold,1,R2,Bloom_Rare,3,2,3,3,2,3,250,50,False,False,True,False,False,False,False,False,False,False,True,11,23,1,"Imp, Monster","grow, randomzombie, destroy, randomzombiefighter, vimpire"
256,2fd5c2aa-63d6-4179-b90a-d92c34203fd3,Zombot Sharktronic Sub,Zombies,Sneaky,Gold,3,R4,Bloom_Legendary,6,5,5,6,5,5,4000,1000,False,False,True,False,True,False,False,False,False,False,True,11,39,2,"Science, Pet","randomzombie, fatty, destroy, aquatic, randomzombiefighter, zombielegend"
257,ff5915de-9512-442f-98d7-ee6e90b49201,Zombot Plank Walker,Zombies,Sneaky,Gold,3,R4,Bloom_Legendary,8,6,6,8,6,6,4000,1000,False,False,True,False,True,False,False,False,False,False,True,11,21,1,"Pirate, Science","randomzombie, fatty, aquatic, randomzombiefighter, zombielegend"
258,6c867094-9813-4b61-a0f5-21575bf28114,In-Crypted,Zombies,Sneaky,Superpower,2,R3,Superpower_SuperRare,1,,,1,0,0,0,0,False,True,False,False,False,False,True,True,False,False,True,9,28,2,,invisibility
259,281bf161-c2a1-4e88-a992-5c7f47d37f3f,Hothead,Plants,"Kabloom, Guardian",Token,4,R0,Token,3,,1,3,0,1,0,0,False,False,True,False,False,True,False,False,False,False,True,11,23,1,Root,"notpineclone, anyplantfighter, randomplantcard, cost6orless"
261,ca81a819-580a-4554-80eb-4095a4c36e5b,Mush-Boom,Plants,"Kabloom, Smarty",Hero,3,R4,Bloom_Legendary,1,,,1,0,0,0,0,True,True,False,False,False,False,True,False,False,False,True,9,25,1,Mushroom,
262,e73efab1-ed2a-4e7a-a8d6-8fe25fad1d65,Goatify,Plants,"Smarty, Solar",Hero,3,R4,Bloom_Legendary,1,,,1,0,0,0,0,True,True,False,False,False,False,True,False,False,False,True,9,19,1,Flower,
263,97fcb886-dad8-4a2f-aa32-31e0df4523e5,Devour,Plants,"MegaGro, Solar",Hero,3,R4,Bloom_Legendary,1,,,1,0,0,0,0,True,True,False,False,False,False,True,False,False,False,True,9,18,1,Flytrap,
264,9dbdb6e5-020b-4c67-a43a-b7abb6f28d14,Eureka,Zombies,"Brainy, Madcap",Hero,3,R4,Bloom_Legendary,1,,,1,0,0,0,0,True,True,False,False,False,False,True,True,False,False,True,10,19,1,"Mustache, Science",
265,295a431c-b762-4fc5-9531-96fc1e1d1dcb,Missile Madness,Zombies,"Hearty, Madcap",Hero,3,R4,Bloom_Legendary,1,,,1,0,0,0,0,True,True,False,False,False,False,True,True,False,False,True,10,28,2,"Science, Imp",
267,a68c3e0f-b39e-4add-97fd-280b6c2e1e78,Stayin' Alive,Zombies,"Hungry, Madcap",Hero,3,R4,Bloom_Legendary,1,,,1,0,0,0,0,True,True,False,False,False,False,True,True,False,False,True,10,29,2,Dancing,
268,0237d618-c027-4d95-af14-dca7beced0d2,Octo-Pult,Zombies,"Hearty, Sneaky",Hero,3,R4,Bloom_Legendary,1,,,1,0,0,0,0,True,True,False,False,False,False,True,True,False,False,True,10,19,1,Pet,
269,95edb684-7a2d-417a-9b9e-34e16fb676eb,Frozen Tundra,Zombies,"Sneaky, Hungry",Hero,3,R4,Bloom_Legendary,1,,,1,0,0,0,0,True,True,False,False,False,False,True,True,False,False,True,10,19,1,"Pet, Monster",
270,402b6fca-77bc-4079-9e25-bf0a25850252,Impfinity Clone,Zombies,"Sneaky, Madcap",Token,4,R0,Token,1,2,1,1,2,1,0,0,False,False,True,False,True,False,False,False,False,False,True,9,9,0,Imp,"randomzombie, randomzombiefighter, can be transmogrified"
271,cfae2c13-bf3a-4af7-b636-83ee34e10e8b,Inspire,Plants,0,,0,R1,,1,,,1,0,0,0,0,False,True,False,False,False,False,True,False,False,False,True,8,17,1,,"bad, cheats"
272,dd8cff37-e658-40c6-b93f-374569586318,Motivate,Zombies,0,,0,R1,,1,,,1,0,0,0,0,False,True,False,False,False,False,True,True,False,False,True,9,18,1,,"bad, cheats"
273,5a972ff5-d6b6-422c-b9a9-863f31c60957,Flick-a-Plant,Zombies,0,,0,R1,,1,,,1,0,0,0,0,False,True,False,False,False,False,True,True,False,False,True,9,22,1,,"bad, cheats"
274,f8a787e2-20aa-4bf7-a0b1-10c4eb91e6cc,Flick-a-Zombie,Plants,0,,0,R1,,1,,,1,0,0,0,0,False,True,False,False,False,False,True,False,False,False,True,8,21,1,,"bad, cheats"
275,e9d0f0f6-bb75-4c0a-a4bf-73b208435afc,Get Well,Zombies,0,,0,R1,,1,,,1,0,0,0,0,False,True,False,False,False,False,True,True,False,False,True,9,24,1,,"bad, cheats"
276,59584f29-8dc3-411a-86a8-dc2efa85ada2,Rejuvenate,Plants,0,,0,R1,,1,,,1,0,0,0,0,False,True,False,False,False,False,True,False,False,False,True,8,23,1,,"bad, cheats"
277,820c0be5-e95c-490b-9c56-9c77f0b64ce9,Plumber,Zombies,Madcap,Blank,0,R1,,1,,,1,0,0,0,0,False,False,False,False,False,False,True,True,False,False,True,8,17,1,,"cheats, cheats"
278,77100ede-2826-478b-a283-9baf1eb2846b,0 PLANT CHEATS 0,Plants,0,Cheats,0,R1,,0,,,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False,True,8,35,3,,cheats
279,29b93df1-d373-424d-a97a-2c9da3dcb667,0 ZOMBIE CHEATS 0,Zombies,0,Cheats,0,R1,,0,,,0,0,0,0,0,False,True,False,False,False,False,True,True,False,False,True,9,36,3,,cheats
280,6ddcb546-d3f8-4635-a268-58a12eb8c3fc,0 Plant Board Clear Cheat 0,Plants,0,Cheats,0,R1,,0,,,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False,True,8,26,2,,cheats
281,eb856c50-f4d8-4aa6-a5f9-73cc98231ca4,Lil' Buddy,Plants,Solar,Set4,0,R1,Triassic_Uncommon,0,,1,0,0,1,50,15,False,False,True,False,False,True,False,False,False,False,True,10,26,1,"Flower, Seed","notpineclone, anyplantfighter, cost6orless, randomplantcard"
282,97c4f341-d028-45ba-97cc-e51fc2db3a4b,Pear Pal,Plants,Smarty,Set3,0,R1,Colossal_Uncommon,2,2,2,2,2,2,50,15,False,False,True,False,True,True,False,False,False,False,True,11,11,0,Fruit,"notpineclone, anyplantfighter, randomplantcard, cost6orless"
283,8f5b9ee1-53d2-4936-8a7b-69fd863fb3df,Time to Shine,Plants,MegaGro,Superpower,2,R3,Superpower_SuperRare,1,,,1,0,0,0,0,False,True,False,False,False,False,True,False,False,False,True,8,17,1,,bonus
284,b3e3f82a-4e46-4610-9a55-4fb06b26dd3f,Espresso Fiesta,Plants,MegaGro,Gold,2,R3,Bloom_SuperRare,7,,,7,0,0,1000,250,False,False,False,False,False,False,True,False,False,False,True,8,35,3,Bean,"bonus, damage, destroy, randomplantcard, mayflower"
285,bf85df83-ad0e-4fbb-9c9f-389363c71ac6,Beam Me Up,Zombies,Brainy,Gold,0,R1,Bloom_Common,2,,,2,0,0,50,15,False,False,False,False,False,False,True,True,False,False,True,9,24,1,Science,"randomzombie, trick, randomzombietrick"
286,1828a02e-3554-41c4-af93-946dbc5f0eae,Hail-a-Copter,Zombies,Brainy,Gold,1,R2,Bloom_Rare,6,,,6,0,0,250,50,False,False,False,False,False,False,True,True,False,False,True,9,24,1,"Science, Imp","randomzombie, trick, randomzombietrick"
287,819287e9-e7de-468d-9268-7b54814f65e6,Backup Dancer,Zombies,Madcap,Silver,4,R0,Dawn_Common,1,1,1,1,1,1,25,0,False,False,True,False,False,False,False,False,False,False,True,8,8,0,"Dancing, Mustache","can be transmogrified, bad, randomzombie, 2costzombie, madebyzucchini"
289,db7d326e-c93e-4ea9-a25d-ad99928f1022,Tater Toss,Plants,"Kabloom, Guardian",Hero,3,R4,Bloom_Legendary,1,,,1,0,0,0,0,True,True,False,False,False,False,True,False,False,False,True,9,24,1,Root,
290,7dd581a3-cd7e-4266-aa3f-da38ab70be58,Octo-Pet,Zombies,"Hearty, Sneaky",Token,4,R0,Token,3,3,2,3,3,2,0,0,False,False,True,False,True,False,False,False,False,False,True,10,10,0,Pet,"randomzombie, randomzombiefighter"
291,f2a68d5f-8b9c-4ae5-aef2-88a002ee2fc0,Triple Threat,Zombies,"Sneaky, Madcap",Hero,3,R4,Bloom_Legendary,1,,,1,0,0,0,0,True,True,False,False,False,False,True,True,False,False,True,10,17,1,Imp,
293,2be6972d-45fa-4589-95f8-ec6c2fdabb2e,Poison Oak,Plants,Kabloom,Gold,1,R2,Bloom_Rare,6,5,6,6,5,6,250,50,False,False,True,False,False,False,False,False,False,False,True,10,20,1,"Leafy, Tree","fatty, notpineclone, poison, cost6orless, randomplantcard, anyplantfighter"
294,c574d894-15cf-42db-a278-4439c8ecee19,Kernel Corn,Plants,Kabloom,Gold,3,R4,Bloom_Legendary,8,6,6,8,6,6,4000,1000,False,False,True,False,False,False,False,False,False,False,True,9,21,1,Corn,"destroy, fatty, anyplantfighter, notpineclone, randomplantcard, mayflower, plantlegend"
295,535b4dc0-9478-4ddf-a80a-a94fddf22901,More Spore,Plants,Kabloom,Superpower,2,R3,Superpower_SuperRare,1,,,1,0,0,0,0,False,True,False,False,False,False,True,False,False,False,True,9,39,2,Mushroom,weenie
296,e1ec49b6-5c00-4c82-954d-0ddc17705d7c,The Podfather,Plants,MegaGro,Gold,1,R2,Bloom_Rare,3,2,3,3,2,3,250,50,False,False,True,False,False,False,False,False,False,False,True,10,28,1,Peashooter,"notpineclone, anyplantfighter, cost6orless, narrow, randomplantcard"
297,231008b3-d16a-45b0-a736-8827a74789bd,Whipvine,Plants,MegaGro,Gold,1,R2,Bloom_Rare,5,6,5,5,6,5,250,50,False,False,True,False,False,False,False,False,False,False,True,9,23,1,Root,"control, anyplantfighter, fatty, notpineclone, cost6orless, randomplantcard"
298,13bbd37a-8555-4a16-9ba6-929f77f037b8,Gardening Gloves,Plants,Guardian,Gold,0,R1,Bloom_Common,2,,,2,0,0,50,15,False,False,False,False,False,False,True,False,False,False,True,7,27,2,,"control, needsfighter, randomplantcard"
299,8f62a894-1fa1-433f-92a6-e2a07eeefcf7,Lightning Reed,Plants,Smarty,Gold,1,R2,Bloom_Rare,2,2,2,2,2,2,250,50,False,False,True,False,True,False,False,False,False,False,True,11,11,0,Leafy,"splash, notpineclone, anyplantfighter, aquatic, weenie, cost6orless, randomplantcard, anyaquaticplantfighter"
300,db04b985-de6c-49cd-842d-0fadf7f3a07b,Water Balloons,Plants,Solar,Gold,0,R1,Bloom_Common,2,,,2,0,0,50,15,False,False,False,False,False,False,True,False,False,False,True,7,29,2,,"destroy, randomplantcard"
301,843873b3-10cf-43da-8c60-3b43c86ec13f,Summoning,Zombies,Brainy,Superpower,2,R3,Superpower_SuperRare,1,,,1,0,0,0,0,False,True,False,False,False,False,True,True,False,False,True,9,18,1,,"trick, weenie"
304,e53a3ce4-4f06-4a3e-947e-d353cae906f4,Portal Technician,Zombies,Brainy,Gold,2,R3,Bloom_SuperRare,5,5,4,5,5,4,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,19,1,"Mustache, Science","draw, randomzombie, fatty, randomzombiefighter"
305,0b97cbac-a500-4138-80ce-49426c605093,Root Wall,Plants,Guardian,Superpower,2,R3,Superpower_SuperRare,1,,,1,0,0,0,0,False,True,False,False,False,False,True,False,False,False,True,9,27,2,Root,defense
306,347af810-3555-4823-a0f4-100fe2a8c6b6,Loudmouth,Zombies,Hungry,Gold,0,R1,Bloom_Common,3,1,1,3,1,1,50,15,False,False,True,False,False,False,False,False,False,False,True,10,22,1,"Dancing, Imp","gravestone, buff, randomzombie, can be gravestone, randomzombiefighter"
307,55ad35c5-c28b-40ad-b4f4-728fd956f9cf,Squirrel Herder,Zombies,Hungry,Gold,1,R2,Bloom_Rare,2,2,2,2,2,2,250,50,False,False,True,False,False,False,False,False,False,False,True,10,28,1,"Pet, Professional","2costzombie, randomzombie, destroy, can be transmogrified, randomzombiefighter, can be gravestone"
308,dcb3293f-8404-4f0f-9dc0-8a18b54c5f8f,Aerobics Instructor,Zombies,Madcap,Gold,2,R3,Bloom_SuperRare,2,2,3,2,2,3,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,22,1,Dancing,"buff, attack, 2costzombie, randomzombie, can be transmogrified, weenie, randomzombiefighter"
309,338802fd-44ce-41ba-9659-62a10e79457b,Abracadaver,Zombies,Madcap,Gold,2,R3,Bloom_SuperRare,3,3,3,3,3,3,1000,250,False,False,True,False,False,False,False,False,False,False,True,11,29,1,"Pet, Mustache","gravestone, saboteur, randomzombie, can be gravestone, destroy, randomzombiefighter"
310,7392b9c4-7902-404c-979f-5644c86f88bb,Firefighter,Zombies,Sneaky,Gold,0,R1,Bloom_Common,4,5,5,4,5,5,50,15,False,False,True,False,False,False,False,False,False,False,True,10,24,1,Professional,"control, randomzombie, can be gravestone, randomzombiefighter"
312,72c0081f-195f-4a81-90f6-41ed383d2e71,Puff-Shroom,Plants,Kabloom,Set3,0,R1,Colossal_Uncommon,0,1,1,0,1,1,50,15,False,False,True,False,False,True,False,False,False,False,True,10,10,0,Mushroom,set3plant
313,ce776ea5-8e2a-479c-84af-510ab2488a52,Mountain Climber,Zombies,Brainy,Gold,0,R1,Bloom_Common,4,2,2,4,2,2,50,15,False,False,True,False,False,False,False,False,False,False,True,10,21,1,Sports,"truestrike, randomzombie, randomzombiefighter"
314,fbe3242b-d21b-4f57-b8cc-7e8bc462fc03,The Great Zucchini,Plants,Smarty,Gold,3,R4,Bloom_Legendary,9,7,7,9,7,7,4000,1000,False,False,True,False,True,False,False,False,False,False,True,10,23,1,Squash,"control, fatty, notpineclone, anyplantfighter, randomplantcard, anyaquaticplantfighter, mayflower, plantlegend"
315,4153a62b-b665-41cc-9173-1df58d5ada8b,Doom-Shroom,Plants,Guardian,Gold,2,R3,Bloom_SuperRare,5,,,5,0,0,1000,250,False,False,False,False,False,False,True,False,False,False,True,8,26,2,Mushroom,"destroy, randomplantcard"
316,ded7367d-009f-4c3c-aa75-edeaf6e2da99,Mirror-Nut,Plants,Guardian,Gold,2,R3,Bloom_SuperRare,4,,11,4,0,11,1000,250,False,False,True,False,False,True,False,False,False,False,True,12,27,1,Nut,"teamup, damage, notpineclone, anyplantfighter, cost6orless, narrow, randomplantcard"
317,db615956-78b2-427e-be41-e6d39338b822,Gentleman Zombie,Zombies,Brainy,Gold,1,R2,Bloom_Rare,3,1,4,3,1,4,250,50,False,False,True,False,False,False,False,False,False,False,True,11,24,1,"Mustache, Party","brains, randomzombie, can be gravestone, trick, gravestone, randomzombiefighter"
319,79e9c67d-2216-4673-abd8-b9708c0d6c22,Telepathy,Zombies,Brainy,Superpower,2,R3,Superpower_SuperRare,1,,,1,0,0,0,0,False,True,False,False,False,False,True,True,False,False,True,9,18,1,,draw
321,c0f45f78-f2ca-42ba-9380-41a71a61e518,Smoke Bomb,Zombies,Sneaky,Silver,4,R0,Dawn_Common,1,,,1,0,0,25,0,False,False,False,False,False,False,True,True,False,False,True,8,28,2,,"needsfighter, randomzombie, randomzombietrick, attack, rush"
322,49448a1e-7a8b-495f-bc27-1550a93db9ba,Camel Crossing,Zombies,Hearty,Gold,0,R1,Bloom_Common,1,,,1,0,0,50,15,False,False,False,False,False,False,True,True,False,False,True,9,18,1,"History, Pet","randomzombie, defense, randomzombietrick"
323,6fd1b860-33b0-4863-bf90-d5c9beb815e1,Headstone Carver,Zombies,Sneaky,Gold,0,R1,Bloom_Common,1,1,3,1,1,3,50,15,False,False,True,False,False,False,False,False,False,False,True,10,25,1,"Professional, Mustache","randomzombie, gravestone, can be transmogrified, randomzombiefighter, narrow, 2costzombie"
324,Tough_Beets,Tough Beets,Plants,Guardian,Gold,1,R2,Bloom_Rare,5,2,2,5,2,2,250,50,False,False,True,False,False,False,False,False,False,False,True,10,25,1,Root,"fatty, teamup, notpineclone, anyplantfighter, cost6orless, randomplantcard"
